img_number,spike position,spike time
4514,(12 12)to(14 14),-
4515,(12 12)to(14 14),-
4516,(12 12)to(14 14),6
4517,(12 12)to(14 14),-
4518,(12 12)to(14 14),-
4519,(12 12)to(14 14),-
4520,(12 12)to(14 14),-
4521,(12 12)to(14 14),-
4522,(12 12)to(14 14),-
4523,(12 12)to(14 14),-
4524,(12 12)to(14 14),-
4525,(12 12)to(14 14),-
4526,(12 12)to(14 14),-
4527,(12 12)to(14 14),-
4528,(12 12)to(14 14),-
4529,(12 12)to(14 14),6
4530,(12 12)to(14 14),-
4531,(12 12)to(14 14),-
4532,(12 12)to(14 14),5
4533,(12 12)to(14 14),-
4534,(12 12)to(14 14),-
4535,(12 12)to(14 14),6
4536,(12 12)to(14 14),-
4537,(12 12)to(14 14),6
4538,(12 12)to(14 14),-
4539,(12 12)to(14 14),-
4540,(12 12)to(14 14),6
4541,(12 12)to(14 14),5
4542,(12 12)to(14 14),-
4543,(12 12)to(14 14),5
4544,(12 12)to(14 14),-
4545,(12 12)to(14 14),-
4546,(12 12)to(14 14),6
4547,(12 12)to(14 14),-
4548,(12 12)to(14 14),6
4549,(12 12)to(14 14),6
4550,(12 12)to(14 14),-
4551,(12 12)to(14 14),-
4552,(12 12)to(14 14),6
4553,(12 12)to(14 14),-
4554,(12 12)to(14 14),-
4555,(12 12)to(14 14),-
4556,(12 12)to(14 14),-
4557,(12 12)to(14 14),-
4558,(12 12)to(14 14),-
4559,(12 12)to(14 14),-
4560,(12 12)to(14 14),-
4561,(12 12)to(14 14),-
4562,(12 12)to(14 14),-
4563,(12 12)to(14 14),-
4564,(12 12)to(14 14),-
4565,(12 12)to(14 14),-
4566,(12 12)to(14 14),-
4567,(12 12)to(14 14),-
4568,(12 12)to(14 14),-
4569,(12 12)to(14 14),-
4570,(12 12)to(14 14),-
4571,(12 12)to(14 14),-
4572,(12 12)to(14 14),-
4573,(12 12)to(14 14),-
4574,(12 12)to(14 14),5
4575,(12 12)to(14 14),-
4576,(12 12)to(14 14),-
4577,(12 12)to(14 14),-
4578,(12 12)to(14 14),-
4579,(12 12)to(14 14),-
4580,(12 12)to(14 14),-
4581,(12 12)to(14 14),-
4582,(12 12)to(14 14),-
4583,(12 12)to(14 14),-
4584,(12 12)to(14 14),-
4585,(12 12)to(14 14),-
4586,(12 12)to(14 14),5
4587,(12 12)to(14 14),-
4588,(12 12)to(14 14),-
4589,(12 12)to(14 14),-
4590,(12 12)to(14 14),-
4591,(12 12)to(14 14),-
4592,(12 12)to(14 14),-
4593,(12 12)to(14 14),-
4594,(12 12)to(14 14),-
4595,(12 12)to(14 14),5
4596,(12 12)to(14 14),-
4597,(12 12)to(14 14),-
4598,(12 12)to(14 14),-
4599,(12 12)to(14 14),6
4600,(12 12)to(14 14),-
4601,(12 12)to(14 14),-
4602,(12 12)to(14 14),-
4603,(12 12)to(14 14),-
4604,(12 12)to(14 14),-
4605,(12 12)to(14 14),-
4606,(12 12)to(14 14),-
4607,(12 12)to(14 14),-
4608,(12 12)to(14 14),-
4609,(12 12)to(14 14),-
4610,(12 12)to(14 14),-
4611,(12 12)to(14 14),-
4612,(12 12)to(14 14),-
4613,(12 12)to(14 14),-
4614,(12 12)to(14 14),4
4615,(12 12)to(14 14),5
4616,(12 12)to(14 14),-
4617,(12 12)to(14 14),5
4618,(12 12)to(14 14),-
4619,(12 12)to(14 14),-
4620,(12 12)to(14 14),-
4621,(12 12)to(14 14),-
4622,(12 12)to(14 14),-
4623,(12 12)to(14 14),-
4624,(12 12)to(14 14),-
4625,(12 12)to(14 14),-
4626,(12 12)to(14 14),-
4627,(12 12)to(14 14),-
4628,(12 12)to(14 14),-
4629,(12 12)to(14 14),-
4630,(12 12)to(14 14),5
4631,(12 12)to(14 14),-
4632,(12 12)to(14 14),-
4633,(12 12)to(14 14),-
4634,(12 12)to(14 14),-
4635,(12 12)to(14 14),-
4636,(12 12)to(14 14),-
4637,(12 12)to(14 14),-
4638,(12 12)to(14 14),-
4639,(12 12)to(14 14),-
4640,(12 12)to(14 14),-
4641,(12 12)to(14 14),-
4642,(12 12)to(14 14),-
4643,(12 12)to(14 14),-
4644,(12 12)to(14 14),-
4645,(12 12)to(14 14),-
4646,(12 12)to(14 14),-
4647,(12 12)to(14 14),6
4648,(12 12)to(14 14),-
4649,(12 12)to(14 14),-
4650,(12 12)to(14 14),6
4651,(12 12)to(14 14),-
4652,(12 12)to(14 14),-
4653,(12 12)to(14 14),-
4654,(12 12)to(14 14),6
4655,(12 12)to(14 14),-
4656,(12 12)to(14 14),6
4657,(12 12)to(14 14),-
4658,(12 12)to(14 14),-
4659,(12 12)to(14 14),-
4660,(12 12)to(14 14),-
4661,(12 12)to(14 14),-
4662,(12 12)to(14 14),-
4663,(12 12)to(14 14),-
4664,(12 12)to(14 14),-
4665,(12 12)to(14 14),-
4666,(12 12)to(14 14),-
4667,(12 12)to(14 14),-
4668,(12 12)to(14 14),5
4669,(12 12)to(14 14),-
4670,(12 12)to(14 14),-
4671,(12 12)to(14 14),6
4672,(12 12)to(14 14),-
4673,(12 12)to(14 14),5
4674,(12 12)to(14 14),5
4675,(12 12)to(14 14),-
4676,(12 12)to(14 14),-
4677,(12 12)to(14 14),-
4678,(12 12)to(14 14),-
4679,(12 12)to(14 14),-
4680,(12 12)to(14 14),5
4681,(12 12)to(14 14),-
4682,(12 12)to(14 14),5
4683,(12 12)to(14 14),-
4684,(12 12)to(14 14),-
4685,(12 12)to(14 14),-
4686,(12 12)to(14 14),6
4687,(12 12)to(14 14),-
4688,(12 12)to(14 14),-
4689,(12 12)to(14 14),-
4690,(12 12)to(14 14),-
4691,(12 12)to(14 14),6
4692,(12 12)to(14 14),-
4693,(12 12)to(14 14),-
4694,(12 12)to(14 14),-
4695,(12 12)to(14 14),-
4696,(12 12)to(14 14),-
4697,(12 12)to(14 14),-
4698,(12 12)to(14 14),-
4699,(12 12)to(14 14),-
4700,(12 12)to(14 14),-
4701,(12 12)to(14 14),-
4702,(12 12)to(14 14),-
4703,(12 12)to(14 14),-
4704,(12 12)to(14 14),-
4705,(12 12)to(14 14),-
4706,(12 12)to(14 14),-
4707,(12 12)to(14 14),-
4708,(12 12)to(14 14),-
4709,(12 12)to(14 14),-
4710,(12 12)to(14 14),6
4711,(12 12)to(14 14),-
4712,(12 12)to(14 14),-
4713,(12 12)to(14 14),-
4714,(12 12)to(14 14),-
4715,(12 12)to(14 14),-
4716,(12 12)to(14 14),-
4717,(12 12)to(14 14),-
4718,(12 12)to(14 14),-
4719,(12 12)to(14 14),-
4720,(12 12)to(14 14),-
4721,(12 12)to(14 14),-
4722,(12 12)to(14 14),-
4723,(12 12)to(14 14),-
4724,(12 12)to(14 14),-
4725,(12 12)to(14 14),-
4726,(12 12)to(14 14),-
4727,(12 12)to(14 14),-
4728,(12 12)to(14 14),-
4729,(12 12)to(14 14),6
4730,(12 12)to(14 14),-
4731,(12 12)to(14 14),-
4732,(12 12)to(14 14),-
4733,(12 12)to(14 14),-
4734,(12 12)to(14 14),-
4735,(12 12)to(14 14),-
4736,(12 12)to(14 14),-
4737,(12 12)to(14 14),-
4738,(12 12)to(14 14),-
4739,(12 12)to(14 14),5
4740,(12 12)to(14 14),-
4741,(12 12)to(14 14),-
4742,(12 12)to(14 14),5
4743,(12 12)to(14 14),-
4744,(12 12)to(14 14),6
4745,(12 12)to(14 14),-
4746,(12 12)to(14 14),-
4747,(12 12)to(14 14),-
4748,(12 12)to(14 14),-
4749,(12 12)to(14 14),-
4750,(12 12)to(14 14),-
4751,(12 12)to(14 14),-
4752,(12 12)to(14 14),-
4753,(12 12)to(14 14),6
4754,(12 12)to(14 14),-
4755,(12 12)to(14 14),-
4756,(12 12)to(14 14),-
4757,(12 12)to(14 14),-
4758,(12 12)to(14 14),5
4759,(12 12)to(14 14),-
4760,(12 12)to(14 14),-
4761,(12 12)to(14 14),-
4762,(12 12)to(14 14),5
4763,(12 12)to(14 14),6
4764,(12 12)to(14 14),-
4765,(12 12)to(14 14),-
4766,(12 12)to(14 14),-
4767,(12 12)to(14 14),-
4768,(12 12)to(14 14),6
4769,(12 12)to(14 14),-
4770,(12 12)to(14 14),-
4771,(12 12)to(14 14),-
4772,(12 12)to(14 14),-
4773,(12 12)to(14 14),-
4774,(12 12)to(14 14),-
4775,(12 12)to(14 14),-
4776,(12 12)to(14 14),5
4777,(12 12)to(14 14),-
4778,(12 12)to(14 14),5
4779,(12 12)to(14 14),6
4780,(12 12)to(14 14),-
4781,(12 12)to(14 14),-
4782,(12 12)to(14 14),-
4783,(12 12)to(14 14),-
4784,(12 12)to(14 14),-
4785,(12 12)to(14 14),-
4786,(12 12)to(14 14),-
4787,(12 12)to(14 14),-
4788,(12 12)to(14 14),-
4789,(12 12)to(14 14),-
4790,(12 12)to(14 14),5
4791,(12 12)to(14 14),-
4792,(12 12)to(14 14),-
4793,(12 12)to(14 14),-
4794,(12 12)to(14 14),5
4795,(12 12)to(14 14),5
4796,(12 12)to(14 14),-
4797,(12 12)to(14 14),-
4798,(12 12)to(14 14),-
4799,(12 12)to(14 14),-
4800,(12 12)to(14 14),-
4801,(12 12)to(14 14),-
4802,(12 12)to(14 14),-
4803,(12 12)to(14 14),-
4804,(12 12)to(14 14),-
4805,(12 12)to(14 14),-
4806,(12 12)to(14 14),5
4807,(12 12)to(14 14),-
4808,(12 12)to(14 14),5
4809,(12 12)to(14 14),-
4810,(12 12)to(14 14),-
4811,(12 12)to(14 14),-
4812,(12 12)to(14 14),6
4813,(12 12)to(14 14),-
4814,(12 12)to(14 14),-
4815,(12 12)to(14 14),-
4816,(12 12)to(14 14),-
4817,(12 12)to(14 14),-
4818,(12 12)to(14 14),-
4819,(12 12)to(14 14),-
4820,(12 12)to(14 14),-
4821,(12 12)to(14 14),-
4822,(12 12)to(14 14),-
4823,(12 12)to(14 14),-
4824,(12 12)to(14 14),5
4825,(12 12)to(14 14),-
4826,(12 12)to(14 14),-
4827,(12 12)to(14 14),-
4828,(12 12)to(14 14),-
4829,(12 12)to(14 14),6
4830,(12 12)to(14 14),-
4831,(12 12)to(14 14),-
4832,(12 12)to(14 14),-
4833,(12 12)to(14 14),-
4834,(12 12)to(14 14),-
4835,(12 12)to(14 14),-
4836,(12 12)to(14 14),-
4837,(12 12)to(14 14),-
4838,(12 12)to(14 14),-
4839,(12 12)to(14 14),-
4840,(12 12)to(14 14),-
4841,(12 12)to(14 14),-
4842,(12 12)to(14 14),-
4843,(12 12)to(14 14),-
4844,(12 12)to(14 14),-
4845,(12 12)to(14 14),-
4846,(12 12)to(14 14),-
4847,(12 12)to(14 14),-
4848,(12 12)to(14 14),-
4849,(12 12)to(14 14),-
4850,(12 12)to(14 14),-
4851,(12 12)to(14 14),-
4852,(12 12)to(14 14),-
4853,(12 12)to(14 14),5
4854,(12 12)to(14 14),-
4855,(12 12)to(14 14),-
4856,(12 12)to(14 14),-
4857,(12 12)to(14 14),5
4858,(12 12)to(14 14),-
4859,(12 12)to(14 14),-
4860,(12 12)to(14 14),-
4861,(12 12)to(14 14),6
4862,(12 12)to(14 14),-
4863,(12 12)to(14 14),-
4864,(12 12)to(14 14),-
4865,(12 12)to(14 14),-
4866,(12 12)to(14 14),-
4867,(12 12)to(14 14),-
4868,(12 12)to(14 14),-
4869,(12 12)to(14 14),-
4870,(12 12)to(14 14),-
4871,(12 12)to(14 14),-
4872,(12 12)to(14 14),-
4873,(12 12)to(14 14),5
4874,(12 12)to(14 14),-
4875,(12 12)to(14 14),-
4876,(12 12)to(14 14),-
4877,(12 12)to(14 14),-
4878,(12 12)to(14 14),-
4879,(12 12)to(14 14),-
4880,(12 12)to(14 14),-
4881,(12 12)to(14 14),-
4882,(12 12)to(14 14),-
4883,(12 12)to(14 14),5
4884,(12 12)to(14 14),-
4885,(12 12)to(14 14),-
4886,(12 12)to(14 14),-
4887,(12 12)to(14 14),-
4888,(12 12)to(14 14),-
4889,(12 12)to(14 14),-
4890,(12 12)to(14 14),-
4891,(12 12)to(14 14),-
4892,(12 12)to(14 14),-
4893,(12 12)to(14 14),-
4894,(12 12)to(14 14),-
4895,(12 12)to(14 14),-
4896,(12 12)to(14 14),-
4897,(12 12)to(14 14),5
4898,(12 12)to(14 14),-
4899,(12 12)to(14 14),-
4900,(12 12)to(14 14),-
4901,(12 12)to(14 14),5
4902,(12 12)to(14 14),5
4903,(12 12)to(14 14),-
4904,(12 12)to(14 14),-
4905,(12 12)to(14 14),-
4906,(12 12)to(14 14),-
4907,(12 12)to(14 14),-
4908,(12 12)to(14 14),-
4909,(12 12)to(14 14),-
4910,(12 12)to(14 14),-
4911,(12 12)to(14 14),-
4912,(12 12)to(14 14),-
4913,(12 12)to(14 14),6
4914,(12 12)to(14 14),-
4915,(12 12)to(14 14),-
4916,(12 12)to(14 14),-
4917,(12 12)to(14 14),-
4918,(12 12)to(14 14),-
4919,(12 12)to(14 14),-
4920,(12 12)to(14 14),-
4921,(12 12)to(14 14),6
4922,(12 12)to(14 14),-
4923,(12 12)to(14 14),-
4924,(12 12)to(14 14),-
4925,(12 12)to(14 14),-
4926,(12 12)to(14 14),-
4927,(12 12)to(14 14),-
4928,(12 12)to(14 14),-
4929,(12 12)to(14 14),-
4930,(12 12)to(14 14),-
4931,(12 12)to(14 14),-
4932,(12 12)to(14 14),-
4933,(12 12)to(14 14),-
4934,(12 12)to(14 14),-
4935,(12 12)to(14 14),-
4936,(12 12)to(14 14),-
4937,(12 12)to(14 14),-
4938,(12 12)to(14 14),-
4939,(12 12)to(14 14),-
4940,(12 12)to(14 14),-
4941,(12 12)to(14 14),-
4942,(12 12)to(14 14),5
4943,(12 12)to(14 14),6
4944,(12 12)to(14 14),5
4945,(12 12)to(14 14),-
4946,(12 12)to(14 14),-
4947,(12 12)to(14 14),-
4948,(12 12)to(14 14),-
4949,(12 12)to(14 14),-
4950,(12 12)to(14 14),-
4951,(12 12)to(14 14),-
4952,(12 12)to(14 14),5
4953,(12 12)to(14 14),-
4954,(12 12)to(14 14),-
4955,(12 12)to(14 14),-
4956,(12 12)to(14 14),-
4957,(12 12)to(14 14),-
4958,(12 12)to(14 14),-
4959,(12 12)to(14 14),-
4960,(12 12)to(14 14),-
4961,(12 12)to(14 14),-
4962,(12 12)to(14 14),-
4963,(12 12)to(14 14),-
4964,(12 12)to(14 14),-
4965,(12 12)to(14 14),-
4966,(12 12)to(14 14),-
4967,(12 12)to(14 14),-
4968,(12 12)to(14 14),-
4969,(12 12)to(14 14),-
4970,(12 12)to(14 14),-
4971,(12 12)to(14 14),-
4972,(12 12)to(14 14),-
4973,(12 12)to(14 14),-
4974,(12 12)to(14 14),-
4975,(12 12)to(14 14),5
4976,(12 12)to(14 14),-
4977,(12 12)to(14 14),-
4978,(12 12)to(14 14),-
4979,(12 12)to(14 14),-
4980,(12 12)to(14 14),-
4981,(12 12)to(14 14),-
4982,(12 12)to(14 14),-
4983,(12 12)to(14 14),5
4984,(12 12)to(14 14),-
4985,(12 12)to(14 14),-
4986,(12 12)to(14 14),5
4987,(12 12)to(14 14),-
4988,(12 12)to(14 14),-
4989,(12 12)to(14 14),-
4990,(12 12)to(14 14),-
4991,(12 12)to(14 14),-
4992,(12 12)to(14 14),-
4993,(12 12)to(14 14),-
4994,(12 12)to(14 14),-
4995,(12 12)to(14 14),-
4996,(12 12)to(14 14),-
4997,(12 12)to(14 14),-
4998,(12 12)to(14 14),-
4999,(12 12)to(14 14),-
5000,(12 12)to(14 14),-
5001,(12 12)to(14 14),-
5002,(12 12)to(14 14),-
5003,(12 12)to(14 14),-
5004,(12 12)to(14 14),-
5005,(12 12)to(14 14),-
5006,(12 12)to(14 14),-
5007,(12 12)to(14 14),-
5008,(12 12)to(14 14),-
5009,(12 12)to(14 14),6
5010,(12 12)to(14 14),-
5011,(12 12)to(14 14),-
5012,(12 12)to(14 14),-
5013,(12 12)to(14 14),-
5014,(12 12)to(14 14),-
5015,(12 12)to(14 14),-
5016,(12 12)to(14 14),-
5017,(12 12)to(14 14),-
5018,(12 12)to(14 14),-
5019,(12 12)to(14 14),-
5020,(12 12)to(14 14),6
5021,(12 12)to(14 14),-
5022,(12 12)to(14 14),-
5023,(12 12)to(14 14),-
5024,(12 12)to(14 14),-
5025,(12 12)to(14 14),-
5026,(12 12)to(14 14),4
5027,(12 12)to(14 14),5
5028,(12 12)to(14 14),-
5029,(12 12)to(14 14),5
5030,(12 12)to(14 14),-
5031,(12 12)to(14 14),-
5032,(12 12)to(14 14),6
5033,(12 12)to(14 14),-
5034,(12 12)to(14 14),-
5035,(12 12)to(14 14),-
5036,(12 12)to(14 14),-
5037,(12 12)to(14 14),-
5038,(12 12)to(14 14),-
5039,(12 12)to(14 14),-
5040,(12 12)to(14 14),-
5041,(12 12)to(14 14),-
5042,(12 12)to(14 14),-
5043,(12 12)to(14 14),6
5044,(12 12)to(14 14),-
5045,(12 12)to(14 14),-
5046,(12 12)to(14 14),-
5047,(12 12)to(14 14),-
5048,(12 12)to(14 14),-
5049,(12 12)to(14 14),-
5050,(12 12)to(14 14),-
5051,(12 12)to(14 14),-
5052,(12 12)to(14 14),-
5053,(12 12)to(14 14),6
5054,(12 12)to(14 14),-
5055,(12 12)to(14 14),-
5056,(12 12)to(14 14),-
5057,(12 12)to(14 14),-
5058,(12 12)to(14 14),-
5059,(12 12)to(14 14),-
5060,(12 12)to(14 14),-
5061,(12 12)to(14 14),-
5062,(12 12)to(14 14),6
5063,(12 12)to(14 14),-
5064,(12 12)to(14 14),-
5065,(12 12)to(14 14),-
5066,(12 12)to(14 14),-
5067,(12 12)to(14 14),-
5068,(12 12)to(14 14),-
5069,(12 12)to(14 14),5
5070,(12 12)to(14 14),-
5071,(12 12)to(14 14),-
5072,(12 12)to(14 14),-
5073,(12 12)to(14 14),-
5074,(12 12)to(14 14),-
5075,(12 12)to(14 14),-
5076,(12 12)to(14 14),-
5077,(12 12)to(14 14),-
5078,(12 12)to(14 14),5
5079,(12 12)to(14 14),-
5080,(12 12)to(14 14),-
5081,(12 12)to(14 14),-
5082,(12 12)to(14 14),6
5083,(12 12)to(14 14),-
5084,(12 12)to(14 14),-
5085,(12 12)to(14 14),-
5086,(12 12)to(14 14),-
5087,(12 12)to(14 14),-
5088,(12 12)to(14 14),-
5089,(12 12)to(14 14),-
5090,(12 12)to(14 14),-
5091,(12 12)to(14 14),-
5092,(12 12)to(14 14),-
5093,(12 12)to(14 14),-
5094,(12 12)to(14 14),-
5095,(12 12)to(14 14),-
5096,(12 12)to(14 14),-
5097,(12 12)to(14 14),-
5098,(12 12)to(14 14),-
5099,(12 12)to(14 14),-
5100,(12 12)to(14 14),-
5101,(12 12)to(14 14),-
5102,(12 12)to(14 14),-
5103,(12 12)to(14 14),-
5104,(12 12)to(14 14),-
5105,(12 12)to(14 14),-
5106,(12 12)to(14 14),-
5107,(12 12)to(14 14),5
5108,(12 12)to(14 14),5
5109,(12 12)to(14 14),-
5110,(12 12)to(14 14),-
5111,(12 12)to(14 14),5
5112,(12 12)to(14 14),5
5113,(12 12)to(14 14),-
5114,(12 12)to(14 14),6
5115,(12 12)to(14 14),-
5116,(12 12)to(14 14),-
5117,(12 12)to(14 14),-
5118,(12 12)to(14 14),-
5119,(12 12)to(14 14),-
5120,(12 12)to(14 14),-
5121,(12 12)to(14 14),-
5122,(12 12)to(14 14),-
5123,(12 12)to(14 14),-
5124,(12 12)to(14 14),6
5125,(12 12)to(14 14),-
5126,(12 12)to(14 14),-
5127,(12 12)to(14 14),-
5128,(12 12)to(14 14),5
5129,(12 12)to(14 14),-
5130,(12 12)to(14 14),-
5131,(12 12)to(14 14),-
5132,(12 12)to(14 14),6
5133,(12 12)to(14 14),-
5134,(12 12)to(14 14),-
5135,(12 12)to(14 14),-
5136,(12 12)to(14 14),-
5137,(12 12)to(14 14),5
5138,(12 12)to(14 14),-
5139,(12 12)to(14 14),-
5140,(12 12)to(14 14),-
5141,(12 12)to(14 14),-
5142,(12 12)to(14 14),-
5143,(12 12)to(14 14),5
5144,(12 12)to(14 14),-
5145,(12 12)to(14 14),-
5146,(12 12)to(14 14),5
5147,(12 12)to(14 14),-
5148,(12 12)to(14 14),-
5149,(12 12)to(14 14),-
5150,(12 12)to(14 14),-
5151,(12 12)to(14 14),5
5152,(12 12)to(14 14),5
5153,(12 12)to(14 14),-
5154,(12 12)to(14 14),-
5155,(12 12)to(14 14),-
5156,(12 12)to(14 14),-
5157,(12 12)to(14 14),-
5158,(12 12)to(14 14),-
5159,(12 12)to(14 14),-
5160,(12 12)to(14 14),-
5161,(12 12)to(14 14),-
5162,(12 12)to(14 14),-
5163,(12 12)to(14 14),-
5164,(12 12)to(14 14),-
5165,(12 12)to(14 14),-
5166,(12 12)to(14 14),-
5167,(12 12)to(14 14),-
5168,(12 12)to(14 14),6
5169,(12 12)to(14 14),-
5170,(12 12)to(14 14),-
5171,(12 12)to(14 14),-
5172,(12 12)to(14 14),-
5173,(12 12)to(14 14),-
5174,(12 12)to(14 14),-
5175,(12 12)to(14 14),5
5176,(12 12)to(14 14),6
5177,(12 12)to(14 14),5
5178,(12 12)to(14 14),5
5179,(12 12)to(14 14),-
5180,(12 12)to(14 14),-
5181,(12 12)to(14 14),-
5182,(12 12)to(14 14),-
5183,(12 12)to(14 14),-
5184,(12 12)to(14 14),-
5185,(12 12)to(14 14),-
5186,(12 12)to(14 14),-
5187,(12 12)to(14 14),-
5188,(12 12)to(14 14),-
5189,(12 12)to(14 14),-
5190,(12 12)to(14 14),-
5191,(12 12)to(14 14),6
5192,(12 12)to(14 14),-
5193,(12 12)to(14 14),5
5194,(12 12)to(14 14),-
5195,(12 12)to(14 14),6
5196,(12 12)to(14 14),-
5197,(12 12)to(14 14),-
5198,(12 12)to(14 14),-
5199,(12 12)to(14 14),-
5200,(12 12)to(14 14),6
5201,(12 12)to(14 14),5
5202,(12 12)to(14 14),-
5203,(12 12)to(14 14),-
5204,(12 12)to(14 14),-
5205,(12 12)to(14 14),-
5206,(12 12)to(14 14),5
5207,(12 12)to(14 14),-
5208,(12 12)to(14 14),-
5209,(12 12)to(14 14),4
5210,(12 12)to(14 14),-
5211,(12 12)to(14 14),-
5212,(12 12)to(14 14),5
5213,(12 12)to(14 14),-
5214,(12 12)to(14 14),-
5215,(12 12)to(14 14),-
5216,(12 12)to(14 14),6
5217,(12 12)to(14 14),5
5218,(12 12)to(14 14),5
5219,(12 12)to(14 14),-
5220,(12 12)to(14 14),-
5221,(12 12)to(14 14),-
5222,(12 12)to(14 14),-
5223,(12 12)to(14 14),-
5224,(12 12)to(14 14),-
5225,(12 12)to(14 14),5
5226,(12 12)to(14 14),-
5227,(12 12)to(14 14),-
5228,(12 12)to(14 14),-
5229,(12 12)to(14 14),-
5230,(12 12)to(14 14),-
5231,(12 12)to(14 14),-
5232,(12 12)to(14 14),-
5233,(12 12)to(14 14),-
5234,(12 12)to(14 14),-
5235,(12 12)to(14 14),-
5236,(12 12)to(14 14),-
5237,(12 12)to(14 14),-
5238,(12 12)to(14 14),-
5239,(12 12)to(14 14),-
5240,(12 12)to(14 14),-
5241,(12 12)to(14 14),-
5242,(12 12)to(14 14),-
5243,(12 12)to(14 14),-
5244,(12 12)to(14 14),-
5245,(12 12)to(14 14),-
5246,(12 12)to(14 14),-
5247,(12 12)to(14 14),-
5248,(12 12)to(14 14),-
5249,(12 12)to(14 14),-
5250,(12 12)to(14 14),-
5251,(12 12)to(14 14),5
5252,(12 12)to(14 14),5
5253,(12 12)to(14 14),-
5254,(12 12)to(14 14),5
5255,(12 12)to(14 14),-
5256,(12 12)to(14 14),-
5257,(12 12)to(14 14),-
5258,(12 12)to(14 14),-
5259,(12 12)to(14 14),-
5260,(12 12)to(14 14),5
5261,(12 12)to(14 14),-
5262,(12 12)to(14 14),-
5263,(12 12)to(14 14),-
5264,(12 12)to(14 14),-
5265,(12 12)to(14 14),5
5266,(12 12)to(14 14),-
5267,(12 12)to(14 14),-
5268,(12 12)to(14 14),-
5269,(12 12)to(14 14),6
5270,(12 12)to(14 14),6
5271,(12 12)to(14 14),-
5272,(12 12)to(14 14),-
5273,(12 12)to(14 14),-
5274,(12 12)to(14 14),-
5275,(12 12)to(14 14),-
5276,(12 12)to(14 14),6
5277,(12 12)to(14 14),-
5278,(12 12)to(14 14),-
5279,(12 12)to(14 14),-
5280,(12 12)to(14 14),-
5281,(12 12)to(14 14),-
5282,(12 12)to(14 14),-
5283,(12 12)to(14 14),-
5284,(12 12)to(14 14),-
5285,(12 12)to(14 14),-
5286,(12 12)to(14 14),-
5287,(12 12)to(14 14),-
5288,(12 12)to(14 14),-
5289,(12 12)to(14 14),4
5290,(12 12)to(14 14),-
5291,(12 12)to(14 14),5
5292,(12 12)to(14 14),-
5293,(12 12)to(14 14),-
5294,(12 12)to(14 14),-
5295,(12 12)to(14 14),-
5296,(12 12)to(14 14),-
5297,(12 12)to(14 14),-
5298,(12 12)to(14 14),-
5299,(12 12)to(14 14),-
5300,(12 12)to(14 14),-
5301,(12 12)to(14 14),5
5302,(12 12)to(14 14),-
5303,(12 12)to(14 14),-
5304,(12 12)to(14 14),6
5305,(12 12)to(14 14),-
5306,(12 12)to(14 14),6
5307,(12 12)to(14 14),-
5308,(12 12)to(14 14),-
5309,(12 12)to(14 14),-
5310,(12 12)to(14 14),-
5311,(12 12)to(14 14),-
5312,(12 12)to(14 14),-
5313,(12 12)to(14 14),-
5314,(12 12)to(14 14),-
5315,(12 12)to(14 14),6
5316,(12 12)to(14 14),-
5317,(12 12)to(14 14),-
5318,(12 12)to(14 14),-
5319,(12 12)to(14 14),-
5320,(12 12)to(14 14),-
5321,(12 12)to(14 14),-
5322,(12 12)to(14 14),6
5323,(12 12)to(14 14),5
5324,(12 12)to(14 14),6
5325,(12 12)to(14 14),-
5326,(12 12)to(14 14),-
5327,(12 12)to(14 14),-
5328,(12 12)to(14 14),-
5329,(12 12)to(14 14),-
5330,(12 12)to(14 14),-
5331,(12 12)to(14 14),-
5332,(12 12)to(14 14),-
5333,(12 12)to(14 14),-
5334,(12 12)to(14 14),-
5335,(12 12)to(14 14),-
5336,(12 12)to(14 14),-
5337,(12 12)to(14 14),-
5338,(12 12)to(14 14),-
5339,(12 12)to(14 14),6
5340,(12 12)to(14 14),-
5341,(12 12)to(14 14),5
5342,(12 12)to(14 14),-
5343,(12 12)to(14 14),-
5344,(12 12)to(14 14),-
5345,(12 12)to(14 14),-
5346,(12 12)to(14 14),-
5347,(12 12)to(14 14),4
5348,(12 12)to(14 14),-
5349,(12 12)to(14 14),5
5350,(12 12)to(14 14),-
5351,(12 12)to(14 14),-
5352,(12 12)to(14 14),-
5353,(12 12)to(14 14),-
5354,(12 12)to(14 14),-
5355,(12 12)to(14 14),-
5356,(12 12)to(14 14),6
5357,(12 12)to(14 14),-
5358,(12 12)to(14 14),-
5359,(12 12)to(14 14),-
5360,(12 12)to(14 14),-
5361,(12 12)to(14 14),-
5362,(12 12)to(14 14),-
5363,(12 12)to(14 14),-
5364,(12 12)to(14 14),-
5365,(12 12)to(14 14),-
5366,(12 12)to(14 14),-
5367,(12 12)to(14 14),5
5368,(12 12)to(14 14),5
5369,(12 12)to(14 14),-
5370,(12 12)to(14 14),-
5371,(12 12)to(14 14),-
5372,(12 12)to(14 14),-
5373,(12 12)to(14 14),-
5374,(12 12)to(14 14),-
5375,(12 12)to(14 14),-
5376,(12 12)to(14 14),-
5377,(12 12)to(14 14),-
5378,(12 12)to(14 14),-
5379,(12 12)to(14 14),-
5380,(12 12)to(14 14),5
5381,(12 12)to(14 14),-
5382,(12 12)to(14 14),-
5383,(12 12)to(14 14),-
5384,(12 12)to(14 14),-
5385,(12 12)to(14 14),-
5386,(12 12)to(14 14),-
5387,(12 12)to(14 14),-
